name,elements,seconds,bytes,flops,gbps,gflops
bandwidth_bound_triad,65536,0.000461,1572864,131072,3.4134,0.2845
bandwidth_bound_triad,262144,0.000245,6291456,524288,25.6466,2.1372
bandwidth_bound_triad,1048576,0.000752,25165824,2097152,33.4491,2.7874
bandwidth_bound_triad,4194304,0.002846,100663296,8388608,35.3671,2.9473
bandwidth_bound_triad,16777216,0.015725,402653184,33554432,25.6054,2.1338
bandwidth_bound_triad,67108864,0.032604,1610612736,134217728,49.3995,4.1166
bandwidth_bound_triad,268435456,0.125597,6442450944,536870912,51.2948,4.2746
