file,backend,algorithm,dtype,size,tag,real_time_ns,cpu_time_ns,gbps,repetitions
foreach_cpu_its10_fixed.json,Clang-SYCL_CPU,for_each,double,4096,,93468.65326032205,36181.29283106752,998372209.6737626,16
foreach_cpu_its10_fixed.json,Clang-SYCL_CPU,for_each,double,8192,,119418.82587135772,35460.80844420862,1628716905.9021728,16
foreach_cpu_its10_fixed.json,Clang-SYCL_CPU,for_each,double,16384,,141795.18867577479,49517.966132423,2744004785.3978176,16
foreach_cpu_its10_fixed.json,Clang-SYCL_CPU,for_each,double,32768,,188478.4186208268,41707.80541202857,4150404022.914647,16
foreach_cpu_its10_fixed.json,Clang-SYCL_CPU,for_each,double,65536,,299315.9308199914,40408.69877758651,5222095343.056892,16
foreach_cpu_its10_fixed.json,Clang-SYCL_CPU,for_each,double,131072,,550194.4728113713,57460.90185018193,5709953257.405926,16
foreach_cpu_its10_fixed.json,Clang-SYCL_CPU,for_each,double,262144,,907640.4813190394,60347.36010396364,6911255972.502266,16
foreach_cpu_its10_fixed.json,Clang-SYCL_CPU,for_each,double,524288,,1697410.117857142,63419.11428571529,7406097302.40806,16
foreach_cpu_its10_fixed.json,Clang-SYCL_CPU,for_each,double,1048576,,3235070.8727482697,68425.90334872427,7778369146.724552,16
foreach_cpu_its10_fixed.json,Clang-SYCL_CPU,for_each,double,2097152,,6409860.400229357,67970.52408254982,7850409226.103763,16
foreach_cpu_its10_fixed.json,Clang-SYCL_CPU,for_each,double,4194304,,15067373.31612903,69084.7387096987,6678060259.85599,16
foreach_cpu_its10_fixed.json,Clang-SYCL_CPU,for_each,double,8388608,,31830952.755681824,78913.67045460966,6322694231.931092,16
foreach_cpu_its10_fixed.json,Clang-SYCL_CPU,for_each,double,16777216,,66041252.73809524,88322.95238089419,6091414952.09807,16
foreach_cpu_its10_fixed.json,Clang-SYCL_CPU,for_each,double,33554432,,130234593.09090906,101562.17272733092,6178694567.188022,16
foreach_cpu_its10_fixed.json,Clang-SYCL_CPU,for_each,double,67108864,,288203104.3,165977.5000014463,5576188160.45993,16
foreach_cpu_its10_fixed.json,Clang-SYCL_CPU,for_each,double,134217728,,561119955.75,258197.24999820435,5730979662.907756,16
foreach_cpu_its10_fixed.json,Clang-SYCL_CPU,for_each,double,268435456,,931907522.25,276004.7500061091,6305703337.271505,16
foreach_cpu_its1_fixed.json,Clang-SYCL_CPU,for_each,double,8,,164756.75,86006.74999981184,1280043.4030459505,16
foreach_cpu_its1_fixed.json,Clang-SYCL_CPU,for_each,double,16,,52333.75770499256,33307.44235471395,7356516.7527859025,16
foreach_cpu_its1_fixed.json,Clang-SYCL_CPU,for_each,double,32,,59397.430083138264,37192.86668415533,13287838.148831412,16
foreach_cpu_its1_fixed.json,Clang-SYCL_CPU,for_each,double,64,,64918.92172901633,38024.507705068085,23976276.76753377,16
foreach_cpu_its1_fixed.json,Clang-SYCL_CPU,for_each,double,128,,65772.11476295743,37363.40973962152,46073115.14509058,16
foreach_cpu_its1_fixed.json,Clang-SYCL_CPU,for_each,double,256,,49234.48390324566,31625.965533367886,123557769.63571626,16
foreach_cpu_its1_fixed.json,Clang-SYCL_CPU,for_each,double,512,,191191.19295287027,54403.35526021979,60634759.01172648,16
foreach_cpu_its1_fixed.json,Clang-SYCL_CPU,for_each,double,1024,,112947.15444678513,38896.52713416398,213939234.2803908,16
foreach_cpu_its1_fixed.json,Clang-SYCL_CPU,for_each,double,2048,,81373.70117405892,32529.961167536196,594506696.3231688,16
foreach_cpu_its1_fixed.json,Clang-SYCL_CPU,for_each,double,4096,,100869.62652048134,38984.07883490046,960130521.3628933,16
foreach_cpu_its1_fixed.json,Clang-SYCL_CPU,for_each,double,8192,,107922.95280277988,40412.87307736068,1799905949.5455585,16
foreach_cpu_its1_fixed.json,Clang-SYCL_CPU,for_each,double,16384,,151376.56283748843,48659.73396607004,2558590160.6510906,16
foreach_cpu_its1_fixed.json,Clang-SYCL_CPU,for_each,double,32768,,200412.8727567639,57266.28509801222,3893073302.2019486,16
foreach_cpu_its1_fixed.json,Clang-SYCL_CPU,for_each,double,65536,,316281.63913455454,44284.30222152074,4954964111.181673,16
foreach_cpu_its1_fixed.json,Clang-SYCL_CPU,for_each,double,131072,,513570.8144189656,48502.03410416067,6102989220.591753,16
foreach_cpu_its1_fixed.json,Clang-SYCL_CPU,for_each,double,262144,,872057.9453674126,60918.74856230324,7172405554.329547,16
foreach_cpu_its1_fixed.json,Clang-SYCL_CPU,for_each,double,524288,,1649455.6901408448,50813.03609154717,7614120390.7386055,16
foreach_cpu_its1_fixed.json,Clang-SYCL_CPU,for_each,double,1048576,,3154203.5905466955,64127.75056947635,7974447737.841629,16
foreach_cpu_its1_fixed.json,Clang-SYCL_CPU,for_each,double,2097152,,6110301.050438597,67879.49999997098,8223462626.211332,16
foreach_cpu_its1_fixed.json,Clang-SYCL_CPU,for_each,double,4194304,,14710366.813414631,75582.78414640747,6821104205.149366,16
foreach_cpu_its1_fixed.json,Clang-SYCL_CPU,for_each,double,8388608,,31291453.877777785,81357.58333330677,6426716459.764915,16
foreach_cpu_its1_fixed.json,Clang-SYCL_CPU,for_each,double,16777216,,66298214.873809524,88788.03571409409,6070139259.197827,16
foreach_cpu_its1_fixed.json,Clang-SYCL_CPU,for_each,double,33554432,,128680190.90909094,101131.31818136686,6256280614.705574,16
foreach_cpu_its1_fixed.json,Clang-SYCL_CPU,for_each,double,67108864,,267662685.4,193268.52000034478,5986290878.009198,16
